pairid,argid,propid_to,propid_from,text_to,text_from,relation,causal_3_cause,causal_3_obstruct,causal_3_else
00089_4#00089_4_3,00089,00089_4,00089_4_3,There should be Concealed carry rather than open carry firearm laws.,Open carry does not make you more of a target than other things.,-1,0.00010983526590280235,3.17555786750745e-05,0.9998584985733032
00110_6#00110_6_3,00110,00110_6,00110_6_3,US primary elections are sound. They should not be abandoned.,Early emphasis on Iowa and New Hampshire disenfranchises minority voters,-1,0.013850756920874119,1.7535481674713083e-05,0.9861316680908203
00110_6#00110_6_5,00110,00110_6,00110_6_5,US primary elections are sound. They should not be abandoned.,Alternatives such as the Delaware Plan  would help all candidates and encourage public engagement,-1,0.0005687165539711714,9.039067663252354e-06,0.9994223117828369
00186_3#00186_3_1,00186,00186_3,00186_3_1,Governments should introduce identity cards and require each citizen to carry one.,Cards will tackle new types of crime like fraud and identity theft:,1,0.0012254677712917328,2.8016611395287327e-05,0.9987465143203735
00245_7#00245_7_3,00245,00245_7,00245_7_3,The US Guantanamo Bay detention center is justified. It should not be closed.,Guantanamo Bay and the threat of detention helps deter terrorists.,1,0.9997319579124451,4.301203807699494e-05,0.0002250357938464731
00245_7#00245_7_5,00245,00245_7,00245_7_5,The US Guantanamo Bay detention center is justified. It should not be closed.,Guantanamo undermines the security of US troops against torture.,-1,0.9979283809661865,3.184707020409405e-05,0.002039670944213867
00253_5#00253_5_1,00253,00253_5,00253_5_1,ICC is good. The US and other countries should join the ICC.,"All UN members can vote on ICC definition of ""aggression""",1,0.00042314891470596194,2.5809997168835253e-05,0.999550998210907
00253_5#00253_5_3,00253,00253_5,00253_5_3,ICC is good. The US and other countries should join the ICC.,"UN ICC members cannot agree on a definition of ""aggression""",-1,0.0003604821104090661,0.0005679471651092172,0.999071478843689
00528_2#00528_2_4,00528,00528_2,00528_2_4,Women should be in the military.,"To maintain its supremacy in the world,  the US military needs all qualified  individuals regardless of their gender",1,0.0011006394634023309,4.750800508190878e-05,0.9988518953323364
00588_5#00588_5_4,00588,00588_5,00588_5_4,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Terrorist suspects are particularly dangerous to guards,-1,0.0011852072784677148,1.647659701120574e-05,0.9987983703613281
00588_5#00588_5_6,00588,00588_5,00588_5_6,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Terrorist trials threaten safety of surrounding community,-1,0.9999103546142578,3.6602079489966854e-05,5.302906720316969e-05
00871_7#00871_7_4,00871,00871_7,00871_7_4,The veto powers of the permanent members of the UN Security Council should be abolished.,Reforming the UN security council is constitutionally feasible.,1,0.04617512598633766,9.391021740157157e-05,0.9537309408187866
00889_33#00889_33_7,00889,00889_33,00889_33_7,Tibet should seek and gain independence.,The Cultural Revolutions cultural damage has been condemned by China in Tibet as in the rest of China.,-1,0.09285403788089752,0.0005530653288587928,0.9065930247306824
00948_4#00948_4_1,00948,00948_4,00948_4_1,Catholic priests still should be required to take a vow of celibacy.,Allowing priests to marry would reduce sexual abuse in Church.,1,0.08393257111310959,0.00011790850840043277,0.9159494638442993
00082_9#00082_9_17,00082,00082_9,00082_9_17,Corps. do have a right to free speech and to spend w/o limit in elections.,Limits on corporate spending chill free speech,1,0.0002661397447809577,3.9846352592576295e-05,0.9996941089630127
00082_9#00082_9_18,00082,00082_9,00082_9_18,Corps. do have a right to free speech and to spend w/o limit in elections.,Spending limits foster equal not free speech,1,0.00012281059753149748,3.145662049064413e-05,0.9998457431793213
00082_9#00082_9_2,00082,00082_9,00082_9_2,Corps. do have a right to free speech and to spend w/o limit in elections.,General statements in support of Citizens United,1,0.9970020651817322,3.1003546610008925e-05,0.0029669376090168953
00082_9#00082_9_4,00082,00082_9,00082_9_4,Corps. do have a right to free speech and to spend w/o limit in elections.,Limits on spending are limits on speech,1,0.00012394579243846238,5.310590495355427e-05,0.9998229146003723
00082_9#00082_9_5,00082,00082_9,00082_9_5,Corps. do have a right to free speech and to spend w/o limit in elections.,Corporations do not have rights like individuals,-1,0.0003322889097034931,0.00015159809845499694,0.9995161294937134
00289_4#00289_4_1,00289,00289_4,00289_4_1,The US government should bailout US automakers (even with a low-interest loan).,Auto companies key to US energy security,1,0.9965435862541199,0.00010298807319486514,0.0033534280955791473
00504_4#00504_4_4,00504,00504_4,00504_4_4,We should Impose a lifetime ban on sports people caught using drugs.,"If they need medication, they really shouldn""t be competing.",-1,0.0007174058118835092,1.2129948117944878e-05,0.999270498752594
00508_1#00508_1_2,00508,00508_1,00508_1_2,Governments should have the power to intern suspects without trial.,"By protecting life, internment is protecting the greatest liberty of all: life.",1,0.00039406982250511646,3.876165646943264e-05,0.9995672106742859
00615_2#00615_2_1,00615,00615_2,00615_2_1,The international community should intervene militarily in Darfur.,Darfur and the chaos there is a threat to the international system:,1,0.999016523361206,0.00011197813728358597,0.0008715018630027771
00799_7#00799_7_8,00799,00799_7,00799_7_8,The No Child Left Behind education law in America is a good policy and worth continuing.,Education standards between states are inconsistent under NCLB,-1,0.0001591924374224618,1.1675453606585506e-05,0.9998290538787842
01159_1#01159_1_10,01159,01159_1,01159_1_10,Wind energy should be a major component of plans to fight global warming.,"Wind ""fuel"" does not require transporting to the generator.",1,0.005866704974323511,0.0016063699731603265,0.9925268888473511
01159_1#01159_1_11,01159,01159_1,01159_1_11,Wind energy should be a major component of plans to fight global warming.,"Wind farms build piecemeal, generating revenue from first windmill",1,0.020368173718452454,0.0002010040479945019,0.9794307351112366
01159_1#01159_1_7,01159,01159_1,01159_1_7,Wind energy should be a major component of plans to fight global warming.,Wind energy is abundant and can supply massive quantities of energy.,1,0.9958629608154297,0.0004213330103084445,0.003715671831741929
01164_6#01164_6_3,01164,01164_6,01164_6_3,Hydroelectric dams should be a part of plans to combat global warming.,Chinas 1975 dam crises should not be used against modern dams.,1,0.00014589677448384464,0.00041856354800984263,0.9994354844093323
01171_2#01171_2_2,01171,01171_2,01171_2_2,UN Annex I aid should be increased for developing country adaptation to climate change.,Developed states have more resource to lead in global adaptation.,1,0.991174578666687,0.00011921052646357566,0.008706210181117058
00042_4#00042_4_1,00042,00042_4,00042_4_1,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",Americans are increasingly optimistic about the prospects for success in Iraq.,-1,0.00047554864431731403,9.88075917121023e-05,0.9994257688522339
00125_4#00125_4_1,00125,00125_4,00125_4_1,Tidal energy should be a major part of plans to fight global warming.,Tidal power generates little return on investment so is unviable,-1,0.23969216644763947,0.00027957139536738396,0.7600282430648804
00125_4#00125_4_5,00125,00125_4,00125_4_5,Tidal energy should be a major part of plans to fight global warming.,Tidal power requires no fuel; free energy of the tides.,1,0.595037579536438,0.24304428696632385,0.16191811859607697
00125_4#00125_4_6,00125,00125_4,00125_4_6,Tidal energy should be a major part of plans to fight global warming.,Tidal energy is still new; costs will drop over time.,1,0.046564195305109024,4.957865530741401e-05,0.9533862471580505
00197_6#00197_6_2,00197,00197_6,00197_6_2,Australia should become a republic rather than continue as a constitutional monarchy.,"The principal of ""neutrality"" between Church and State is justified.",-1,0.0005676104337908328,0.00011249517410760745,0.9993199110031128
00315_9#00315_9_5,00315,00315_9,00315_9_5,Iron fertilization of algae blooms should be part of plans to combat global warming.,Algae blooms do not sequester much carbon,-1,0.006533739622682333,0.9843258261680603,0.009140403009951115
00656_8#00656_8_2,00656,00656_8,00656_8_2,We should ban the keeping of animals in zoos.,"Most of the animals that you see in zoos aren""t endangered.",1,0.9932233095169067,0.00042190111707895994,0.006354788783937693
00804_12#00804_12_1,00804,00804_12,00804_12_1,"""Clean coal"" should be a major part of plans to fight global warming.",Coal provides constant base-load energy unlike renewables,1,0.8816144466400146,0.00017798488261178136,0.11820751428604126
00804_12#00804_12_2,00804,00804_12,00804_12_2,"""Clean coal"" should be a major part of plans to fight global warming.",Electric cars increase demand for coal; make it clean,1,0.8684250116348267,7.525875844294205e-05,0.1314997524023056
00810_4#00810_4_1,00810,00810_4,00810_4_1,Solar shading should be part of plans to reverse global climate change.,Global shading offers a back-up plan to cutting emissions,1,0.0001467036927351728,0.0003574145375750959,0.9994958639144897
00810_4#00810_4_5,00810,00810_4,00810_4_5,Solar shading should be part of plans to reverse global climate change.,Geoengineering concepts dampen public will to cut emissions,-1,0.00010476649913471192,6.508344813482836e-05,0.9998301267623901
00810_4#00810_4_6,00810,00810_4,00810_4_6,Solar shading should be part of plans to reverse global climate change.,Discontinuing solar shading would result in rapid warming,-1,0.02487959712743759,0.001710900105535984,0.9734095335006714
01009_5#01009_5_3,01009,01009_5,01009_5_3,Arranged marriages should be outlawed.,One of the social evil associated with arranged marriage is dowry in the modern Indian and conservative Asian society.,-1,0.4309273064136505,0.00011892679322045296,0.5689537525177002
00166_11#00166_11_6,00166,00166_11,00166_11_6,Hydrogen vehicles should be a major part of strategies to fight global warming.,With no lubricity hydrogen is highly volatile in handling.,-1,0.33069759607315063,0.0006808443577028811,0.6686215996742249
00289_5#00289_5_10,00289,00289_5,00289_5_10,The US government should bailout US automakers (even with a low-interest loan).,Class bias influenced reluctance to help Detroit,1,0.7465752959251404,0.0017986122984439135,0.2516261041164398
00558_2#00558_2_2,00558,00558_2,00558_2_2,The ground zero mosque should be allowed. It is acceptable.,Opposing ground zero mosque supports message of US at war w/ Islam.,1,0.9696446061134338,4.6911129174986854e-05,0.030308473855257034
00948_2#00948_2_1,00948,00948_2,00948_2_1,Catholic priests still should be required to take a vow of celibacy.,Men inclined to love/marry should not be forbidden priesthood,1,0.00017552926146890968,9.598426549928263e-05,0.9997285008430481
00948_2#00948_2_5,00948,00948_2,00948_2_5,Catholic priests still should be required to take a vow of celibacy.,"Celibacy is not divine law, only Church law",1,0.06338587403297424,0.00019487709505483508,0.9364191889762878
01164_11#01164_11_10,01164,01164_11,01164_11_10,Hydroelectric dams should be a part of plans to combat global warming.,Most animals can adapt to the flooding of land near a river.,1,0.0057946909219026566,6.227260018931702e-05,0.9941430687904358
01164_11#01164_11_6,01164,01164_11,01164_11_6,Hydroelectric dams should be a part of plans to combat global warming.,"The use of dams in ""flood control"" is a bad idea",-1,0.0001729264040477574,0.0009260803926736116,0.9989010095596313
